Formatted Date,Temperature (C),Apparent Temperature (C)
2006-04-01 00:00:00.000 +0200,9.47222222222222,7.388888888888888
2006-04-01 01:00:00.000 +0200,9.355555555555558,7.227777777777776
2006-04-01 02:00:00.000 +0200,9.377777777777778,9.377777777777778
2006-04-01 03:00:00.000 +0200,8.28888888888889,5.944444444444446
2006-04-01 04:00:00.000 +0200,8.755555555555553,6.977777777777779
2006-04-01 05:00:00.000 +0200,9.22222222222222,7.11111111111111
2006-04-01 06:00:00.000 +0200,7.733333333333334,5.522222222222221
2006-04-01 07:00:00.000 +0200,8.77222222222222,6.527777777777778
2006-04-01 08:00:00.000 +0200,10.82222222222222,10.82222222222222
2006-04-01 09:00:00.000 +0200,13.77222222222222,13.77222222222222
2006-04-01 10:00:00.000 +0200,16.016666666666666,16.016666666666666
2006-04-01 11:00:00.000 +0200,17.144444444444446,17.144444444444446
2006-04-01 12:00:00.000 +0200,17.800000000000004,17.800000000000004
2006-04-01 13:00:00.000 +0200,17.333333333333332,17.333333333333332
2006-04-01 14:00:00.000 +0200,18.87777777777778,18.87777777777778
2006-04-01 15:00:00.000 +0200,18.911111111111115,18.911111111111115
2006-04-01 16:00:00.000 +0200,15.38888888888889,15.38888888888889
2006-04-01 17:00:00.000 +0200,15.550000000000002,15.550000000000002
2006-04-01 18:00:00.000 +0200,14.255555555555553,14.255555555555553
2006-04-01 19:00:00.000 +0200,13.144444444444442,13.144444444444442
2006-04-01 20:00:00.000 +0200,11.55,11.55
2006-04-01 21:00:00.000 +0200,11.183333333333334,11.183333333333334
2006-04-01 22:00:00.000 +0200,10.116666666666667,10.116666666666667
2006-04-01 23:00:00.000 +0200,10.2,10.2
2006-04-10 00:00:00.000 +0200,10.42222222222222,10.42222222222222
2006-04-10 01:00:00.000 +0200,9.911111111111111,7.566666666666666
2006-04-10 02:00:00.000 +0200,11.183333333333334,11.183333333333334
2006-04-10 03:00:00.000 +0200,7.155555555555556,5.044444444444443
2006-04-10 04:00:00.000 +0200,6.111111111111111,4.816666666666667
2006-04-10 05:00:00.000 +0200,6.788888888888888,4.272222222222221
2006-04-10 06:00:00.000 +0200,7.26111111111111,5.155555555555556
2006-04-10 07:00:00.000 +0200,7.799999999999999,5.5277777777777795
2006-04-10 08:00:00.000 +0200,9.872222222222224,7.933333333333334
2006-04-10 09:00:00.000 +0200,12.22222222222222,12.22222222222222
2006-04-10 10:00:00.000 +0200,15.094444444444449,15.094444444444449
2006-04-10 11:00:00.000 +0200,17.355555555555558,17.355555555555558
2006-04-10 12:00:00.000 +0200,19.00555555555555,19.00555555555555
2006-04-10 13:00:00.000 +0200,20.04444444444444,20.04444444444444
2006-04-10 14:00:00.000 +0200,21.049999999999997,21.049999999999997
2006-04-10 15:00:00.000 +0200,21.18333333333333,21.18333333333333
2006-04-10 16:00:00.000 +0200,20.11666666666666,20.11666666666666
2006-04-10 17:00:00.000 +0200,20.216666666666665,20.216666666666665
2006-04-10 18:00:00.000 +0200,20.0,20.0
2006-04-10 19:00:00.000 +0200,17.800000000000004,17.800000000000004
2006-04-10 20:00:00.000 +0200,16.06111111111111,16.06111111111111
2006-04-10 21:00:00.000 +0200,15.02222222222222,15.02222222222222
2006-04-10 22:00:00.000 +0200,14.422222222222224,14.422222222222224
2006-04-10 23:00:00.000 +0200,14.255555555555553,14.255555555555553
2006-04-11 00:00:00.000 +0200,13.77222222222222,13.77222222222222
2006-04-11 01:00:00.000 +0200,13.283333333333331,13.283333333333331
2006-04-11 02:00:00.000 +0200,8.633333333333333,5.466666666666669
2006-04-11 03:00:00.000 +0200,11.25,11.25
2006-04-11 04:00:00.000 +0200,11.183333333333334,11.183333333333334
2006-04-11 05:00:00.000 +0200,10.694444444444445,10.694444444444445
2006-04-11 06:00:00.000 +0200,11.11111111111111,11.11111111111111
2006-04-11 07:00:00.000 +0200,11.11111111111111,11.11111111111111
2006-04-11 08:00:00.000 +0200,12.166666666666666,12.166666666666666
2006-04-11 09:00:00.000 +0200,12.755555555555556,12.755555555555556
2006-04-11 10:00:00.000 +0200,13.838888888888889,13.838888888888889
2006-04-11 11:00:00.000 +0200,16.183333333333334,16.183333333333334
2006-04-11 12:00:00.000 +0200,17.516666666666666,17.516666666666666
2006-04-11 13:00:00.000 +0200,17.383333333333333,17.383333333333333
2006-04-11 14:00:00.000 +0200,17.36111111111111,17.36111111111111
2006-04-11 15:00:00.000 +0200,17.205555555555556,17.205555555555556
2006-04-11 16:00:00.000 +0200,15.633333333333333,15.633333333333333
2006-04-11 17:00:00.000 +0200,13.577777777777776,13.577777777777776
2006-04-11 18:00:00.000 +0200,10.911111111111111,10.911111111111111
2006-04-11 19:00:00.000 +0200,8.800000000000002,5.294444444444445
2006-04-11 20:00:00.000 +0200,8.961111111111112,5.777777777777777
2006-04-11 21:00:00.000 +0200,8.199999999999998,4.605555555555555
2006-04-11 22:00:00.000 +0200,7.688888888888891,3.722222222222224
2006-04-11 23:00:00.000 +0200,7.766666666666664,4.649999999999999
2006-04-12 00:00:00.000 +0200,8.199999999999998,5.072222222222224
2006-04-12 01:00:00.000 +0200,8.177777777777777,4.372222222222221
2006-04-12 02:00:00.000 +0200,7.311111111111109,6.1833333333333345
2006-04-12 03:00:00.000 +0200,7.644444444444442,5.038888888888889
2006-04-12 04:00:00.000 +0200,6.622222222222224,2.616666666666667
2006-04-12 05:00:00.000 +0200,6.683333333333334,3.2222222222222205
2006-04-12 06:00:00.000 +0200,6.0888888888888895,1.6499999999999997
2006-04-12 07:00:00.000 +0200,6.066666666666667,1.633333333333332
2006-04-12 08:00:00.000 +0200,6.144444444444446,1.4944444444444431
2006-04-12 09:00:00.000 +0200,7.1333333333333355,2.688888888888891
2006-04-12 10:00:00.000 +0200,7.205555555555555,3.2333333333333334
2006-04-12 11:00:00.000 +0200,7.566666666666666,3.544444444444446
2006-04-12 12:00:00.000 +0200,8.900000000000002,5.1611111111111105
2006-04-12 13:00:00.000 +0200,9.961111111111112,6.644444444444445
2006-04-12 14:00:00.000 +0200,9.888888888888888,6.55
2006-04-12 15:00:00.000 +0200,11.066666666666668,11.066666666666668
2006-04-12 16:00:00.000 +0200,10.116666666666667,10.116666666666667
2006-04-12 17:00:00.000 +0200,11.038888888888888,11.038888888888888
2006-04-12 18:00:00.000 +0200,10.65,10.65
2006-04-12 19:00:00.000 +0200,10.050000000000002,10.050000000000002
2006-04-12 20:00:00.000 +0200,9.9,7.716666666666667
2006-04-12 21:00:00.000 +0200,8.794444444444444,6.816666666666668
2006-04-12 22:00:00.000 +0200,7.827777777777779,5.405555555555554
2006-04-12 23:00:00.000 +0200,7.855555555555556,6.122222222222224
2006-04-13 00:00:00.000 +0200,7.316666666666667,6.211111111111111
2006-04-13 01:00:00.000 +0200,7.244444444444444,6.005555555555556
2006-04-13 02:00:00.000 +0200,5.438888888888888,5.438888888888888
2006-04-13 03:00:00.000 +0200,7.200000000000001,4.549999999999999
2006-04-13 04:00:00.000 +0200,6.688888888888888,3.1611111111111097
2006-04-13 05:00:00.000 +0200,6.211111111111111,2.694444444444445
2006-04-13 06:00:00.000 +0200,6.111111111111111,2.7999999999999994
2006-04-13 07:00:00.000 +0200,6.111111111111111,2.438888888888889
2006-04-13 08:00:00.000 +0200,6.172222222222222,2.922222222222221
2006-04-13 09:00:00.000 +0200,7.222222222222222,3.8333333333333326
2006-04-13 10:00:00.000 +0200,7.288888888888888,4.2444444444444445
2006-04-13 11:00:00.000 +0200,7.405555555555555,4.816666666666667
2006-04-13 12:00:00.000 +0200,7.96111111111111,6.072222222222222
2006-04-13 13:00:00.000 +0200,8.033333333333335,7.583333333333333
2006-04-13 14:00:00.000 +0200,9.07777777777778,9.07777777777778
2006-04-13 15:00:00.000 +0200,9.05,9.05
2006-04-13 16:00:00.000 +0200,9.05,9.05
2006-04-13 17:00:00.000 +0200,9.183333333333334,9.183333333333334
2006-04-13 18:00:00.000 +0200,9.07222222222222,7.455555555555557
2006-04-13 19:00:00.000 +0200,7.9833333333333325,6.81111111111111
2006-04-13 20:00:00.000 +0200,8.072222222222223,6.433333333333333
2006-04-13 21:00:00.000 +0200,7.894444444444446,6.127777777777778
2006-04-13 22:00:00.000 +0200,7.311111111111109,4.8055555555555545
2006-04-13 23:00:00.000 +0200,7.33888888888889,5.183333333333333
2006-04-14 00:00:00.000 +0200,6.622222222222224,4.111111111111111
2006-04-14 01:00:00.000 +0200,6.066666666666667,3.411111111111111
2006-04-14 02:00:00.000 +0200,8.338888888888887,8.338888888888887
2006-04-14 03:00:00.000 +0200,5.183333333333333,4.111111111111111
2006-04-14 04:00:00.000 +0200,3.722222222222224,2.566666666666665
2006-04-14 05:00:00.000 +0200,4.855555555555557,3.7055555555555566
2006-04-14 06:00:00.000 +0200,5.211111111111112,5.211111111111112
2006-04-14 07:00:00.000 +0200,6.255555555555555,4.638888888888889
2006-04-14 08:00:00.000 +0200,7.794444444444445,6.0555555555555545
2006-04-14 09:00:00.000 +0200,10.050000000000002,10.050000000000002
2006-04-14 10:00:00.000 +0200,12.2,12.2
2006-04-14 11:00:00.000 +0200,12.7,12.7
2006-04-14 12:00:00.000 +0200,13.933333333333332,13.933333333333332
2006-04-14 13:00:00.000 +0200,15.094444444444449,15.094444444444449
2006-04-14 14:00:00.000 +0200,15.150000000000002,15.150000000000002
2006-04-14 15:00:00.000 +0200,16.177777777777777,16.177777777777777
2006-04-14 16:00:00.000 +0200,16.25,16.25
2006-04-14 17:00:00.000 +0200,16.29444444444444,16.29444444444444
2006-04-14 18:00:00.000 +0200,16.099999999999998,16.099999999999998
2006-04-14 19:00:00.000 +0200,12.955555555555556,12.955555555555556
2006-04-14 20:00:00.000 +0200,13.85,13.85
2006-04-14 21:00:00.000 +0200,12.77777777777778,12.77777777777778
2006-04-14 22:00:00.000 +0200,12.15,12.15
2006-04-14 23:00:00.000 +0200,10.677777777777775,10.677777777777775
2006-04-15 00:00:00.000 +0200,10.444444444444445,10.444444444444445
2006-04-15 01:00:00.000 +0200,9.822222222222225,9.466666666666663
2006-04-15 02:00:00.000 +0200,11.02777777777778,11.02777777777778
2006-04-15 03:00:00.000 +0200,7.138888888888889,7.138888888888889
2006-04-15 04:00:00.000 +0200,7.622222222222222,5.644444444444442
2006-04-15 05:00:00.000 +0200,7.627777777777776,6.611111111111111
2006-04-15 06:00:00.000 +0200,7.044444444444444,4.855555555555557
2006-04-15 07:00:00.000 +0200,8.599999999999998,7.03888888888889
2006-04-15 08:00:00.000 +0200,9.65,7.383333333333332
2006-04-15 09:00:00.000 +0200,12.105555555555554,12.105555555555554
2006-04-15 10:00:00.000 +0200,12.77777777777778,12.77777777777778
2006-04-15 11:00:00.000 +0200,13.81111111111111,13.81111111111111
2006-04-15 12:00:00.000 +0200,16.016666666666666,16.016666666666666
2006-04-15 13:00:00.000 +0200,17.127777777777776,17.127777777777776
2006-04-15 14:00:00.000 +0200,17.144444444444446,17.144444444444446
2006-04-15 15:00:00.000 +0200,17.77777777777778,17.77777777777778
2006-04-15 16:00:00.000 +0200,17.77777777777778,17.77777777777778
2006-04-15 17:00:00.000 +0200,17.805555555555557,17.805555555555557
2006-04-15 18:00:00.000 +0200,16.15555555555555,16.15555555555555
2006-04-15 19:00:00.000 +0200,14.05,14.05
2006-04-15 20:00:00.000 +0200,13.08888888888889,13.08888888888889
2006-04-15 21:00:00.000 +0200,12.288888888888888,12.288888888888888
2006-04-15 22:00:00.000 +0200,12.77777777777778,12.77777777777778
2006-04-15 23:00:00.000 +0200,12.727777777777776,12.727777777777776
2006-04-16 00:00:00.000 +0200,12.266666666666666,12.266666666666666
2006-04-16 01:00:00.000 +0200,11.71111111111111,11.71111111111111
2006-04-16 02:00:00.000 +0200,10.82777777777778,10.82777777777778
2006-04-16 03:00:00.000 +0200,12.2,12.2
2006-04-16 04:00:00.000 +0200,12.2,12.2
2006-04-16 05:00:00.000 +0200,11.688888888888888,11.688888888888888
2006-04-16 06:00:00.000 +0200,11.205555555555556,11.205555555555556
2006-04-16 07:00:00.000 +0200,11.133333333333333,11.133333333333333
2006-04-16 08:00:00.000 +0200,11.43888888888889,11.43888888888889
2006-04-16 09:00:00.000 +0200,13.033333333333337,13.033333333333337
2006-04-16 10:00:00.000 +0200,17.244444444444444,17.244444444444444
2006-04-16 11:00:00.000 +0200,17.73888888888889,17.73888888888889
2006-04-16 12:00:00.000 +0200,17.84444444444445,17.84444444444445
2006-04-16 13:00:00.000 +0200,18.86111111111111,18.86111111111111
2006-04-16 14:00:00.000 +0200,18.666666666666664,18.666666666666664
2006-04-16 15:00:00.000 +0200,17.82222222222222,17.82222222222222
2006-04-16 16:00:00.000 +0200,17.800000000000004,17.800000000000004
2006-04-16 17:00:00.000 +0200,17.349999999999998,17.349999999999998
2006-04-16 18:00:00.000 +0200,16.06666666666667,16.06666666666667
2006-04-16 19:00:00.000 +0200,14.933333333333334,14.933333333333334
2006-04-16 20:00:00.000 +0200,13.922222222222224,13.922222222222224
2006-04-16 21:00:00.000 +0200,12.755555555555556,12.755555555555556
2006-04-16 22:00:00.000 +0200,12.755555555555556,12.755555555555556
2006-04-16 23:00:00.000 +0200,12.372222222222224,12.372222222222224
2006-04-17 00:00:00.000 +0200,11.183333333333334,11.183333333333334
2006-04-17 01:00:00.000 +0200,11.666666666666666,11.666666666666666
2006-04-17 02:00:00.000 +0200,8.977777777777776,7.366666666666664
2006-04-17 03:00:00.000 +0200,10.577777777777776,10.577777777777776
2006-04-17 04:00:00.000 +0200,10.533333333333337,10.533333333333337
2006-04-17 05:00:00.000 +0200,10.58888888888889,10.58888888888889
2006-04-17 06:00:00.000 +0200,9.983333333333333,9.283333333333337
2006-04-17 07:00:00.000 +0200,11.022222222222224,11.022222222222224
2006-04-17 08:00:00.000 +0200,13.538888888888888,13.538888888888888
2006-04-17 09:00:00.000 +0200,13.88888888888889,13.88888888888889
2006-04-17 10:00:00.000 +0200,15.0,15.0
2006-04-17 11:00:00.000 +0200,17.183333333333334,17.183333333333334
2006-04-17 12:00:00.000 +0200,16.2,16.2
2006-04-17 13:00:00.000 +0200,17.75,17.75
2006-04-17 14:00:00.000 +0200,18.40555555555555,18.40555555555555
2006-04-17 15:00:00.000 +0200,17.82222222222222,17.82222222222222
2006-04-17 16:00:00.000 +0200,17.31111111111111,17.31111111111111
2006-04-17 17:00:00.000 +0200,17.505555555555553,17.505555555555553
2006-04-17 18:00:00.000 +0200,17.266666666666666,17.266666666666666
2006-04-17 19:00:00.000 +0200,15.13888888888889,15.13888888888889
2006-04-17 20:00:00.000 +0200,13.25,13.25
2006-04-17 21:00:00.000 +0200,12.294444444444444,12.294444444444444
2006-04-17 22:00:00.000 +0200,10.699999999999998,10.699999999999998
2006-04-17 23:00:00.000 +0200,9.855555555555558,9.38888888888889
2006-04-18 00:00:00.000 +0200,9.522222222222222,7.861111111111111
2006-04-18 01:00:00.000 +0200,8.405555555555557,8.405555555555557
